"","ï..Service.Center","County","Initial.Services.Sought.at.First.Visit","Attended.Group.Training.","Total.Counseling.Time..hrs","Business.Status","Impact..Capital.Investments","Impact..Created.New.Jobs","Impact..Revenue.Increase","Impact..Started.Business","Company.s.Total.employees","Company.s.Gross.Revenue...","NAICS.code","Ownership.Gender","Owner.s.Hispanic.Origin","Owner.s.Race","started","CC","Male"
"6889","Baltimore City","Baltimore City","Counseling","No",2,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Choose not to respond","Choose not to respond",0,0,0
"6890","Carroll County","Carroll","Counseling","No",6.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"42","Woman-Owned","Non-Hispanic","White/Caucasian",0,0,0
"6891","Charles County - Southern Region","Charles","Training","Yes",5,"Pre-venture/Nascent",0,0,0,"No",0,0,"54","Woman-Owned","Non-Hispanic","White/Caucasian",0,0,0
"6892","Frederick County - Western Region","Frederick","Training","Yes",9.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"56","Male-Owned","Non-Hispanic","Black or African American",0,1,1
"6893","Frederick County - Western Region","Frederick","Counseling","Yes",4.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"6894","Anne Arundel County","Anne Arundel","Counseling","No",3.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"54","Woman-Owned","Hispanic","White/Caucasian",0,0,0
"6895","Frederick County - Western Region","Montgomery","Counseling","No",15.25,"Started with SBDC",10000,0,0,"Yes",9,70000,"23","EDWOSB Certified","Non-Hispanic","White/Caucasian",1,1,0
"6896","Charles County - Southern Region","Prince Georges","Counseling","No",2.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"56","Choose not to respond","Non-Hispanic","Asian",0,1,0
"6897","Maryland SBDC Lead Center","Howard","Training","No",3,"In Business (> 1 year)",0,5,0,"Yes",5,350000,"56","Male-Owned","Choose not to respond","Choose not to respond",1,1,1
"6898","Washington County - Western Region","Frederick","Counseling","No",3.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"45","Choose not to respond","Choose not to respond","Choose not to respond",0,1,0
"6899","St. Mary's County - Southern Region","Saint Marys","Counseling","Yes",7.25,"Pre-venture/Nascent",2000,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,0,0
"6900","Eastern Region, SU","Worcester","Counseling","No",4.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","White/Caucasian",0,0,0
"6901","Eastern Region, SU","Wicomico","Counseling","No",9,"Pre-venture/Nascent",0,0,0,"No",0,0,"54","Woman-Owned","Non-Hispanic","White/Caucasian",0,0,0
"6902","Eastern Region, SU","Worcester","Counseling","No",5.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"52","Male-Owned","Non-Hispanic","Black or African American",0,0,1
"6903","Eastern Region, SU","Wicomico","Counseling","No",24.75,"In Business (> 1 year)",0,2,80000,"Yes",2,80000,"52","Male-Owned","Non-Hispanic","White/Caucasian",1,0,1
"6904","Eastern Region, SU","Wicomico","Counseling","No",30.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","Black or African American",0,0,1
"6905","Eastern Region, SU","Wicomico","Counseling","No",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"81","Male-Owned","Non-Hispanic","White/Caucasian",0,0,1
"6906","Eastern Region, SU","Worcester","Counseling","No",19.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"48","Male-Owned","Non-Hispanic","Black or African American",0,0,1
"6907","Eastern Region, SU","Somerset","Counseling","No",8.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"45","Woman-Owned","Non-Hispanic","Black or African American",0,0,0
"6908","Eastern Region, SU","Worcester","Counseling","No",1.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"42","Male-Owned","Non-Hispanic","Black or African American",0,0,1
"6909","Eastern Region, SU","Wicomico","Counseling","No",3.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"44","Male-Owned","Non-Hispanic","White/Caucasian",0,0,1
"6910","Eastern Region, SU","Worcester","Counseling","No",4.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"62","Woman-Owned","Non-Hispanic","Black or African American",0,0,0
"6911","Eastern Region, SU","Worcester","Counseling","No",4.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"72","Woman-Owned","Non-Hispanic","Black or African American",0,0,0
"6912","Eastern Region, SU","Wicomico","Counseling","No",0.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","Black or African American",0,0,0
"6913","Eastern Region, SU","Wicomico","Counseling","No",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","White/Caucasian",0,0,1
"6914","Eastern Region, SU","Wicomico","Counseling","No",1.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"45","Woman-Owned","Non-Hispanic","White/Caucasian",0,0,0
"6915","Eastern Region, SU","Somerset","Counseling","No",1.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","Black or African American",0,0,1
"6916","Eastern Region, SU","Wicomico","Counseling","Yes",8.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"62","Woman-Owned","Non-Hispanic","Black or African American",0,0,0
"6917","Eastern Region, SU","Worcester","Counseling","No",17.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"48","Male-Owned","Non-Hispanic","White/Caucasian",0,0,1
"6918","Eastern Region, SU","Somerset","Counseling","No",0.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"54","Male-Owned","Non-Hispanic","Black or African American",0,0,1
"6919","Eastern Region, SU","Wicomico","Counseling","No",11,"Pre-venture/Nascent",0,0,0,"No",0,0,"49","Male-Owned","Non-Hispanic","White/Caucasian",0,0,1
"6920","Eastern Region, SU","Dorchester","Counseling","Yes",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"54","Woman-Owned","Non-Hispanic","White/Caucasian",0,0,0
"6921","Eastern Region, SU","Wicomico","Counseling","No",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"23","Male-Owned","Non-Hispanic","Black or African American",0,0,1
"6922","Eastern Region, SU","Worcester","Training","No",14.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"48","Woman-Owned","Non-Hispanic","Black or African American",0,0,0
"6923","Eastern Region, SU","Wicomico","Counseling","No",4.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"81","Male-Owned","Non-Hispanic","Asian",0,0,1
"6924","Eastern Region, SU","Wicomico","Counseling","No",0.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"81","Woman-Owned","Non-Hispanic","Black or African American",0,0,0
"6925","Eastern Region, SU","Wicomico","Counseling","No",11.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"62","Woman-Owned","Non-Hispanic","Black or African American",0,0,0
"6926","Eastern Region, SU","Wicomico","Counseling","No",4.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"81","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,0,0
"6927","Eastern Region, SU","Wicomico","Counseling","No",6.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"53","Choose not to respond","Non-Hispanic","White/Caucasian",0,0,0
"6928","Eastern Region, SU","Wicomico","Counseling","No",5.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"62","Woman-Owned","Non-Hispanic","Black or African American",0,0,0
"6929","Eastern Region, SU","Wicomico","Counseling","No",14.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"81","Woman-Owned","Non-Hispanic","Black or African American",0,0,0
"6930","Eastern Region, SU","Wicomico","Training","No",5.582999997,"Pre-venture/Nascent",0,0,0,"No",0,0,"42","Male-Owned","Non-Hispanic","White/Caucasian",0,0,1
"6931","Eastern Region, SU","Wicomico","Counseling","No",7.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"33","Woman-Owned","Non-Hispanic","Black or African American",0,0,0
"6932","Eastern Region, SU","Wicomico","Counseling","No",6,"Pre-venture/Nascent",450000,0,0,"No",0,0,"44","Male-Owned","Non-Hispanic","Asian",0,0,1
"6933","Eastern Region, SU","Worcester","Counseling","No",2.75,"Started with SBDC",159000,1,0,"Yes",2,60000,"32","Male-Owned","Non-Hispanic","White/Caucasian",1,0,1
"6934","Eastern Region, SU","Wicomico","Counseling","No",7,"Pre-venture/Nascent",0,0,0,"No",0,0,"81","Male-Owned","Non-Hispanic","White/Caucasian",0,0,1
"6935","Eastern Region, SU","Wicomico","Training","Yes",5,"Started with SBDC",0,1,0,"Yes",1,60000,"54","Woman-Owned","Choose not to respond","White/Caucasian",1,0,0
"6936","Eastern Region, SU","Wicomico","Counseling","No",0.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"62","Woman-Owned","Non-Hispanic","Black or African American",0,0,0
"6937","Eastern Region, SU","Somerset","Counseling","No",5.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"44","Male-Owned","Non-Hispanic","White/Caucasian",0,0,1
"6938","Eastern Region, SU","Wicomico","Counseling","No",3.75,"Started with SBDC",0,0,0,"Yes",1,60000,"Undefined","Male-Owned","Choose not to respond","White/Caucasian",1,0,1
"6939","Eastern Region, SU","Outside of Maryland","Counseling","No",0.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,0,0
"6940","Eastern Region, SU","Worcester","Counseling","No",0.75,"Started with SBDC",0,2,17500,"Yes",2,17500,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",1,0,0
"6941","Eastern Region, SU","Somerset","Counseling","No",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","Black or African American",0,0,0
"6942","Eastern Region, SU","Wicomico","Counseling","No",23.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","White/Caucasian",0,0,1
"6943","Eastern Region, SU","Wicomico","Counseling","No",11,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","White/Caucasian",0,0,1
"6944","Eastern Region, SU","Wicomico","Counseling","No",431.7829985,"Started with SBDC",12677,8,4e+05,"Yes",9,400000,"54","Male-Owned","Non-Hispanic","White/Caucasian",1,0,1
"6945","Eastern Region, SU","Wicomico","Counseling","No",9.100000001,"Pre-venture/Nascent",0,0,0,"No",0,0,"71","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,0,0
"6946","Eastern Region, SU","Worcester","Counseling","No",12.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,0,0
"6947","Eastern Region, SU","Wicomico","Counseling","No",3.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","Black or African American",0,0,0
"6948","Eastern Region, SU","Worcester","Counseling","No",29,"Started with SBDC",0,1,24820,"Yes",1,24820,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",1,0,0
"6949","Eastern Region, SU","Somerset","Counseling","No",3.5,"Started with SBDC",75000,5,3e+05,"Yes",5,300000,"42","Male/Female-Owned","Non-Hispanic","White/Caucasian",1,0,0
"6950","Eastern Region, SU","Montgomery","Counseling","No",5.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,1,0
"6951","Eastern Region, SU","Wicomico","Counseling","No",2,"Pre-venture/Nascent",0,0,0,"No",0,0,"54","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,0,0
"6952","Eastern Region, SU","Wicomico","Counseling","No",4.25,"Started with SBDC",0,1,0,"Yes",1,60000,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",1,0,0
"6953","Eastern Region, SU","Wicomico","Counseling","No",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"72","Male-Owned","Non-Hispanic","White/Caucasian",0,0,1
"6954","Eastern Region, SU","Wicomico","Counseling","No",10.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,0,0
"6955","Eastern Region, SU","Wicomico","Counseling","No",26.25,"Started with SBDC",0,0,0,"Yes",1,60000,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",1,0,0
"6956","Eastern Region, SU","Somerset","Counseling","No",2.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","Black or African American",0,0,0
"6957","Eastern Region, SU","Wicomico","Counseling","No",3,"Pre-venture/Nascent",0,0,0,"No",0,0,"71","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,0,0
"6958","Eastern Region, SU","Wicomico","Counseling","No",4.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"54","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,0,0
"6959","Eastern Region, SU","Worcester","Counseling","No",4.75,"Started with SBDC",0,0,0,"Yes",1,60000,"Undefined","Woman-Owned","Non-Hispanic","White/Caucasian",1,0,0
"6960","Eastern Region, SU","Wicomico","Counseling","No",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"32","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,0,0
"6961","Eastern Region, SU","Wicomico","Counseling","No",13.75,"Started with SBDC",97500,2,0,"Yes",2,0,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",1,0,0
"6962","Eastern Region, SU","Worcester","Counseling","No",487.2833333,"In Business (> 1 year)",1578200,23,2800000,"Yes",23,2800000,"31","Male/Female-Owned","Non-Hispanic","White/Caucasian",1,0,0
"6963","DUPLICATES","Wicomico","Counseling","No",1.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Choose not to respond","Choose not to respond",0,0,0
"6964","Eastern Region, SU","Caroline","Counseling","No",2,"Pre-venture/Nascent",0,0,0,"No",0,0,"81","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,0,0
"6965","Eastern Region, SU","Prince Georges","Counseling","No",4,"Pre-venture/Nascent",0,0,0,"No",0,0,"54","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,1,0
"6966","Eastern Region, SU","Somerset","Counseling","No",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,0,0
"6967","Eastern Region, SU","Somerset","Counseling","Yes",25.1,"Started with SBDC",95000,3,4e+05,"Yes",8,1150000,"42","Male-Owned","Non-Hispanic","White/Caucasian",1,0,1
"6968","Eastern Region, SU","Wicomico","Counseling","No",5.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"81","Male-Owned","Hispanic","Black or African American",0,0,1
"6969","Eastern Region, SU","Wicomico","Training","No",14.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"81","Male-Owned","Non-Hispanic","White/Caucasian",0,0,1
"6970","Eastern Region, SU","Wicomico","Counseling","No",36.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,0,0
"6971","Eastern Region, SU","Wicomico","Counseling","No",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"71","Male/Female-Owned","Non-Hispanic","Black or African American",0,0,0
"6972","Eastern Region, SU","Kent","Counseling","No",20.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"33","Male-Owned","Non-Hispanic","Black or African American",0,0,1
"6973","Eastern Region, SU","Worcester","Counseling","No",3,"Pre-venture/Nascent",0,0,0,"No",0,0,"31","Woman-Owned","Non-Hispanic","Black or African American",0,0,0
"6974","Eastern Region, SU","Wicomico","Counseling","No",4.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","Native American",0,0,0
"6975","Eastern Region, SU","Somerset","Counseling","No",5.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"72","Male/Female-Owned","Non-Hispanic","Black or African American",0,0,0
"6976","Eastern Region, SU","Wicomico","Counseling","No",14,"Pre-venture/Nascent",0,0,0,"No",0,0,"81","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,0,0
"6977","Eastern Region, SU","Wicomico","Counseling","No",10.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"32","Male-Owned","Non-Hispanic","White/Caucasian",0,0,1
"6978","Eastern Region, SU","Wicomico","Counseling","No",5.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"42","Male/Female-Owned","Non-Hispanic","Asian",0,0,0
"6979","Eastern Region, SU","Wicomico","Counseling","No",3,"Pre-venture/Nascent",0,0,0,"No",0,0,"72","Male-Owned","Non-Hispanic","White/Caucasian",0,0,1
"6980","Eastern Region, SU","Wicomico","Counseling","No",74.5,"Pre-venture/Nascent",80000,0,0,"No",0,0,"81","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,0,0
"6981","Eastern Region, SU","Worcester","Counseling","No",5.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"32","Male-Owned","Non-Hispanic","White/Caucasian",0,0,1
"6982","Eastern Region, SU","Wicomico","Counseling","No",8.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"81","Male/Female-Owned","Non-Hispanic","Black or African American",0,0,0
"6983","Eastern Region, SU","Wicomico","Counseling","No",5.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"72","Woman-Owned","Non-Hispanic","White/Caucasian",0,0,0
"6984","Eastern Region, SU","Wicomico","Counseling","No",56.25,"Started with SBDC",37500,2,0,"Yes",3,60000,"61","Male/Female-Owned","Non-Hispanic","White/Caucasian",1,0,0
"6985","Eastern Region, SU","Somerset","Counseling","No",93.3336665,"Started with SBDC",875000,6,1e+05,"Yes",6,100000,"44","Woman-Owned","Non-Hispanic","Asian",1,0,0
"6986","Eastern Region, SU","Worcester","Counseling","No",31,"Pre-venture/Nascent",0,0,0,"No",0,0,"51","Woman-Owned","Non-Hispanic","White/Caucasian",0,0,0
"6987","Eastern Region, SU","Worcester","Counseling","No",13.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"81","Male-Owned","Non-Hispanic","White/Caucasian",0,0,1
"6988","Eastern Region, SU","Outside of Maryland","Counseling","No",1,"Pre-venture/Nascent",0,0,0,"No",0,0,"42","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,0,0
"6989","Eastern Region, SU","Worcester","Counseling","No",2.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"72","Male-Owned","Non-Hispanic","White/Caucasian",0,0,1
"6990","Eastern Region, SU","Worcester","Counseling","No",10.25,"Started with SBDC",7e+05,25,0,"Yes",25,2000000,"23","Male-Owned","Non-Hispanic","White/Caucasian",1,0,1
"6991","Eastern Region, SU","Montgomery","Counseling","No",18,"Started with SBDC",50000,0,0,"Yes",1,60000,"51","Male/Female-Owned","Hispanic","White/Caucasian",1,1,0
"6992","Eastern Region, SU","Worcester","Counseling","No",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"54","Male-Owned","Non-Hispanic","White/Caucasian",0,0,1
